num	attraction	latitude	longitude
1613	The White Cube, Mason's Yard	51.5076125	-0.1372408
1614	BSMT Space	51.55076760000001	-0.07527919999999999
1615	Roman Catholic Church of The English Martyrs	51.51130000000001	-0.0722234
1616	Albert Road Recreation Ground	51.60140209999999	-0.1322229
1617	St anne and St Agnes	51.516492	-0.096288
1618	Well Hung	51.5335778	-0.0803474
1619	Paddington Recreation Ground	51.5285755	-0.1843816
1620	Seasons Supper Club	51.5193237	-0.0739426
1621	John Madejski Garden	51.4949783	-0.1841029
1622	Queen Alexandra's House	51.49996849999999	-0.178867
1623	Pelham Galleries	51.510667	-0.1458846
1624	Geffrye Museum Food Market	51.5073509	-0.1277583
1625	Robert K Burt Gallery	51.50382399999999	-0.09457979999999999
1626	Jeevan Thapa	51.51502809999999	-0.0325315
1627	Drawing Room	51.4949031	-0.07886499999999999
1628	Sunny Art Centre	51.5192668	-0.1116277
1629	Fusion Table Tennis Club	51.4849414	-0.0508567
1630	Camberwell Market	51.47480729999999	-0.0920872
1631	Skates and Ladders	51.5073509	-0.1277583
1632	Hackney Flea Market	51.5620613	-0.0780999
1633	Salopian Kitchen Garden	51.4719869	-0.3483492
1634	Hayward Adventure Playground	51.5462388	-0.1211113
1635	Toffee Park Adventure Playground	51.526584	-0.09412459999999999
1636	Timbuktu Adventure Playground	51.5689955	-0.1201152
1637	Crumbles Castle Adventure Playground	51.5395116	-0.1171344
1638	Martin Luther King Adventure Playground	51.5479622	-0.1102167
1639	Lumpy Hill Adventure Playground	51.5462388	-0.1211113
1640	Nags Head Market	51.5583247	-0.1182806
1641	Royal College of Nursing Library	51.5160104	-0.1459739
1642	Adrian Alan Ltd	51.5086406	-0.1516382
1643	Nicholas Wells Antiques	51.5172622	-0.1424949
1644	Chisenhale Gallery	51.5328929	-0.0396974
1645	Royal Armouries	51.50811239999999	-0.0759493
1646	Redbridge Drama Centre	51.5984513	0.0274205
1647	Rhn Tennis	51.44621	0.216872
1648	Jord and Lib's Portfolio	53.3014775	-0.8114939
1649	Cheap Umrah Deals	51.5073509	-0.1277583
1650	Offie & Toffee	51.527264	-0.0558778
1651	Staffords Gallery	51.510735	-0.128027
1652	Regent's Conferences & Events	51.5263515	-0.1547212
1653	V-Tennis	51.5084856	-0.2527581
1654	Gallery of Antique Costume and Textiles	51.52457	-0.169129
1655	Apolaki Krav Maga & Dirty Boxing Academy	51.568385	0.118377
1656	Fashion Space Gallery	51.5153237	-0.1429916
1657	Gallery 75	51.5126404	-0.2021079
1658	Peekaboo Vintage	51.5496585	-0.2350356
1659	Parliament Hill Cricket Ground	51.5562602	-0.1510732
1660	Parliament Hill Tennis Courts	51.5599134	-0.1507935
1661	ISKCON South London	51.3928962	-0.0707684
1662	Running Club London - We Run	51.5312705	-0.1569694
1663	Palm Tree Gallery	51.5190456	-0.2075684
1664	Gerald Moore Gallery	51.4395195	0.0357756
1665	Hagers Shul	51.577965	-0.208412
1666	Marie Wendy Jackson Gallery	51.5227793	-0.1854954
1667	Rum Ramble	51.5248206	-0.0737388
1668	TriSpace Gallery	51.494296	-0.061414
1669	Tempus Gallery	51.5212858	-0.0718801
1670	W3 Gallery	51.5072556	-0.271901
1671	BKD	51.536323	-0.0793699
1672	Brentford Market	51.4832115	-0.3076865
1673	Dandelion Health	51.4562286	-0.1655568
1674	Heartbreak Gallery - official gallery for Jack Vettriano	51.5176419	-0.1508854
1675	Carre d'artistes - Galerie d'art	51.5133302	-0.1474553
1676	Matts Gallery	51.5189844	-0.0356722
1677	Sweet Spot10	51.50228809999999	-0.0813396
1678	LGBT Heart	51.5467196	-0.0867358
1679	Clancys pub charlton	51.4944386	0.0449034
1680	Villa in Canto - Lauderdale House	51.569267	-0.143254
1681	Golden Carousel Ltd	51.5030276	-0.1194363
1682	Anise Gallery	51.50205099999999	-0.07234499999999999
1683	SW1 Gallery	51.4979387	-0.1413631
1684	Barakat Gallery	51.51284589999999	-0.1479463
1685	Carville Hall War Memorial Park	51.486073	-0.3101169
1686	Rivington Place	51.5264223	-0.0791084
1687	Clermont Club	51.5093695	-0.1465545
1688	Judy Greenwood Antiques	51.47904	-0.1996592
1689	Christopher Gibbs	51.4905416	-0.1536626
1690	Bac Opera	51.4649288	-0.1591542
1691	Vilma Gold	51.5259958	-0.0822932
1692	Hammer Sidi	51.5185688	-0.07194389999999999
1693	Contemporary Art Society	51.5260746	-0.09669140000000001
1694	The Blue Gallery	51.52339569999999	-0.1001421
1695	Cinch	51.5135607	-0.1385127
1696	Board X Snowboard Festival	51.5291365	-0.07750520000000001
1697	Capital Helpline	51.5006826	-0.1274981
1698	Vanderbilt Racquet Club	51.5054142	-0.2198622
1699	Association Gallery	51.52475	-0.0825727
1700	Plashet Zoo	51.5406287	0.0462517
1701	Soviet Carpet & Art Galleries	51.5599548	-0.2195851
1702	Museum of Culinary History and Alimentation (MoCHA)	51.5183003	0.0118783
1703	Dazzle	51.507199	-0.113625
1704	Bravura Creative Art Studio	51.4769081	-0.2033548
1705	Julian Simon Fine Art	51.5074754	-0.1389263
1706	Judith Clark Costume Gallery	51.51688	-0.200434
1707	Institute of International Visual Arts	51.5266171	-0.0792242
1708	Patricia Kleinman	51.6250668	-0.1193359
1709	Guidephone	51.5073509	-0.1277583
1710	Cabaret Mechanical Theatre	51.5856351	-0.1821625
1711	Andrew Mummery Gallery	51.5247993	-0.1020422
1712	Maureen Paley	51.5251722	-0.0559263
1713	Lux Centre	51.5273451	-0.0819357
1714	Caelt Gallery	51.5146537	-0.1995234
1715	Tryon & Swan Gallery	51.5100263	-0.141338
1716	Anthony d'Offay Gallery	51.5142695	-0.1456033
1717	Pearson Gallery	51.5073509	-0.1277583
1718	Peter Scott Visitors' Center	51.5073509	-0.1277583
